fecha,producto,categoria,cantidad,precio_unitario,total,dia_semana,mes,semana_anio,es_finde,es_feriado,es_puente,dias_distancia_cobro,pico_comida_rapida,fase_liquidez,promocion,es_evento_especial,lluvia_nocturna_mm,temp_nocturna_promed
2023-09-16,Cola Inca,Bebidas,6,0.5,3.0,5,9,37,1,0,0,1,1,3,0,0,0.0,28.55
2023-09-16,Cola Tropical,Bebidas,3,0.5,1.5,5,9,37,1,0,0,1,1,3,0,0,0.0,28.55
2023-09-17,La Sencilla,Hamburguesas,30,2.0,60.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,La Especial,Hamburguesas,13,2.25,29.25,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,La Sub-Especial,Hamburguesas,6,2.75,16.5,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,La Completa,Hamburguesas,25,3.0,75.0,6,9,37,1,0,0,2,0,2,1,0,0.0,28.38
2023-09-17,Pollo Sencilla,Hamburguesas,2,2.75,5.5,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Pollo Completa,Hamburguesas,4,3.25,13.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Lomo Sencilla,Hamburguesas,11,3.25,35.75,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Lomo Completa,Hamburguesas,3,3.75,11.25,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Chancho Sencilla,Hamburguesas,5,2.75,13.75,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Chancho Completa,Hamburguesas,4,3.25,13.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Doble Carne,Hamburguesas,2,3.75,7.5,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,La Trifásica,Hamburguesas,5,6.0,30.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Pepito Sencillo,Pepito,15,7.0,105.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Pepito Completo,Pepito,15,8.5,127.5,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Pepito Pollo,Pepito,9,8.0,72.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Pepito Carne,Pepito,3,9.0,27.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Pepito Monster,Pepito,3,11.0,33.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Monstrico,Pepito,1,3.5,3.5,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Salchipapa,Papas,5,2.0,10.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Papipollo,Papas,5,2.5,12.5,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Papichancho,Papas,7,3.5,24.5,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Papaparillera,Papas,2,8.0,16.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Porción de Papa,Papas,3,1.5,4.5,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Bandejita Con Todo,Bandejitas,3,3.5,10.5,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Bandejita La Bestia,Bandejitas,3,5.0,15.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Arepa Dominó,Arepas,1,2.5,2.5,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Arepa Catira,Arepas,1,3.5,3.5,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Arepa Reina Pepiada,Arepas,1,3.5,3.5,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Arepa Rumbera,Arepas,14,3.5,49.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Arepa Pelúa,Arepas,4,3.0,12.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Arepa Llanera,Arepas,4,3.5,14.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Arepa Sifrina,Arepas,1,3.0,3.0,6,9,37,1,0,0,2,0,2,1,0,0.0,28.38
2023-09-17,Arepa Perico,Arepas,1,2.5,2.5,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Patacón Carne Mechada,Patacones,4,4.0,16.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Patacón Carne Hamburguesa,Patacones,2,3.5,7.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Patacón Chancho,Patacones,6,4.5,27.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Patacón Parrillero,Patacones,2,4.5,9.0,6,9,37,1,0,0,2,0,2,1,0,0.0,28.38
2023-09-17,Cachapa Sencilla,Cachapas,4,4.5,18.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Cachapa Chorizo,Cachapas,2,6.5,13.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Cachapa Pollo Mechado,Cachapas,1,6.5,6.5,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Cachapa Tocineta,Cachapas,4,7.0,28.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Cachapa Chancho,Cachapas,5,7.5,37.5,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Cachapa Carne Mechada,Cachapas,1,6.5,6.5,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Cachapa Parrillera,Cachapas,2,11.5,23.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Cachapa Llanera,Cachapas,1,7.5,7.5,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Cachapa Chuleta Ahumada,Cachapas,3,8.0,24.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Jumbo Sencillo,Hotdogs,14,1.5,21.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Jumbo Especial,Hotdogs,10,2.0,20.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Jumbo Mega,Hotdogs,2,2.5,5.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Choriperro,Hotdogs,5,2.0,10.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Agua 300ml,Bebidas,12,0.5,6.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Jugo Natural Maracuyá,Bebidas,8,0.75,6.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Jugo Natural Mora,Bebidas,3,0.75,2.25,6,9,37,1,0,0,2,0,2,1,0,0.0,28.38
2023-09-17,Nutrimalta 350ml,Bebidas,5,0.5,2.5,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Nutrimalta 550ml,Bebidas,4,1.0,4.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Cola Coca-Cola,Bebidas,20,0.5,10.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Cola Sprite,Bebidas,10,0.5,5.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Cola Fanta,Bebidas,16,0.5,8.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-17,Cola Inca,Bebidas,7,0.5,3.5,6,9,37,1,0,0,2,0,2,1,0,0.0,28.38
2023-09-17,Cola Tropical,Bebidas,2,0.5,1.0,6,9,37,1,0,0,2,0,2,0,0,0.0,28.38
2023-09-18,La Sencilla,Hamburguesas,11,2.0,22.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,La Especial,Hamburguesas,5,2.25,11.25,0,9,38,0,0,0,3,0,1,1,0,0.0,28.16
2023-09-18,La Sub-Especial,Hamburguesas,4,2.75,11.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,La Completa,Hamburguesas,6,3.0,18.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Pollo Sencilla,Hamburguesas,2,2.75,5.5,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Pollo Completa,Hamburguesas,2,3.25,6.5,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Lomo Sencilla,Hamburguesas,8,3.25,26.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Lomo Completa,Hamburguesas,5,3.75,18.75,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Chancho Sencilla,Hamburguesas,4,2.75,11.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,La Monster,Hamburguesas,4,4.25,17.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,La Trifásica,Hamburguesas,3,6.0,18.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Pepito Sencillo,Pepito,6,7.0,42.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Pepito Completo,Pepito,12,8.5,102.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Pepito Pollo,Pepito,1,8.0,8.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Pepito Carne,Pepito,4,9.0,36.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Pepito Monster,Pepito,2,11.0,22.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Monstrico,Pepito,1,3.5,3.5,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Salchipapa,Papas,2,2.0,4.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Papipollo,Papas,1,2.5,2.5,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Papichancho,Papas,1,3.5,3.5,0,9,38,0,0,0,3,0,1,1,0,0.0,28.16
2023-09-18,Porción de Papa,Papas,2,1.5,3.0,0,9,38,0,0,0,3,0,1,1,0,0.0,28.16
2023-09-18,Bandejita Con Todo,Bandejitas,2,3.5,7.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Bandejita La Bestia,Bandejitas,2,5.0,10.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Arepa Dominó,Arepas,1,2.5,2.5,0,9,38,0,0,0,3,0,1,1,0,0.0,28.16
2023-09-18,Arepa Catira,Arepas,1,3.5,3.5,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Arepa Reina Pepiada,Arepas,1,3.5,3.5,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Arepa Rumbera,Arepas,13,3.5,45.5,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Arepa Sifrina,Arepas,2,3.0,6.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Arepa Perico,Arepas,2,2.5,5.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Patacón Carne Mechada,Patacones,3,4.0,12.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Patacón Carne Hamburguesa,Patacones,1,3.5,3.5,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Patacón Parrillero,Patacones,1,4.5,4.5,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Cachapa Sencilla,Cachapas,2,4.5,9.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Cachapa Chorizo,Cachapas,1,6.5,6.5,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Cachapa Pollo Mechado,Cachapas,7,6.5,45.5,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Cachapa Tocineta,Cachapas,1,7.0,7.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Cachapa Carne Mechada,Cachapas,2,6.5,13.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Cachapa Llanera,Cachapas,1,7.5,7.5,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Cachapa Chuleta Ahumada,Cachapas,2,8.0,16.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Jumbo Sencillo,Hotdogs,10,1.5,15.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Jumbo Especial,Hotdogs,6,2.0,12.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Jumbo Mega,Hotdogs,2,2.5,5.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Choriperro,Hotdogs,4,2.0,8.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Agua 300ml,Bebidas,3,0.5,1.5,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Jugo Natural Maracuyá,Bebidas,4,0.75,3.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Jugo Natural Mora,Bebidas,2,0.75,1.5,0,9,38,0,0,0,3,0,1,1,0,0.0,28.16
2023-09-18,Nutrimalta 350ml,Bebidas,6,0.5,3.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Nutrimalta 550ml,Bebidas,2,1.0,2.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Cola Coca-Cola,Bebidas,10,0.5,5.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Cola Sprite,Bebidas,2,0.5,1.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Cola Fanta,Bebidas,6,0.5,3.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Cola Inca,Bebidas,2,0.5,1.0,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-18,Cola Tropical,Bebidas,1,0.5,0.5,0,9,38,0,0,0,3,0,1,0,0,0.0,28.16
2023-09-19,La Sencilla,Hamburguesas,13,2.0,26.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,La Especial,Hamburguesas,14,2.25,31.5,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,La Sub-Especial,Hamburguesas,8,2.75,22.0,1,9,38,0,0,0,4,0,1,1,0,0.0,27.45
2023-09-19,La Completa,Hamburguesas,13,3.0,39.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Pollo Sencilla,Hamburguesas,2,2.75,5.5,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Pollo Completa,Hamburguesas,2,3.25,6.5,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Lomo Sencilla,Hamburguesas,6,3.25,19.5,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Lomo Completa,Hamburguesas,8,3.75,30.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Chancho Sencilla,Hamburguesas,1,2.75,2.75,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Chancho Completa,Hamburguesas,4,3.25,13.0,1,9,38,0,0,0,4,0,1,1,0,0.0,27.45
2023-09-19,Doble Carne,Hamburguesas,2,3.75,7.5,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,La Trifásica,Hamburguesas,2,6.0,12.0,1,9,38,0,0,0,4,0,1,1,0,0.0,27.45
2023-09-19,Pepito Sencillo,Pepito,5,7.0,35.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Pepito Completo,Pepito,8,8.5,68.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Pepito Pollo,Pepito,2,8.0,16.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Pepito Carne,Pepito,4,9.0,36.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Pepito Monster,Pepito,2,11.0,22.0,1,9,38,0,0,0,4,0,1,1,0,0.0,27.45
2023-09-19,Monstrico,Pepito,2,3.5,7.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Salchipapa,Papas,5,2.0,10.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Papipollo,Papas,6,2.5,15.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Papichancho,Papas,1,3.5,3.5,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Papaparillera,Papas,1,8.0,8.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Porción de Papa,Papas,2,1.5,3.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Bandejita Con Todo,Bandejitas,1,3.5,3.5,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Bandejita La Bestia,Bandejitas,1,5.0,5.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Arepa Dominó,Arepas,1,2.5,2.5,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Arepa Reina Pepiada,Arepas,1,3.5,3.5,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Arepa Rumbera,Arepas,7,3.5,24.5,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Arepa Pelúa,Arepas,1,3.0,3.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Arepa Llanera,Arepas,1,3.5,3.5,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Arepa Sifrina,Arepas,2,3.0,6.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Arepa Perico,Arepas,3,2.5,7.5,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Patacón Carne Mechada,Patacones,2,4.0,8.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Patacón Chancho,Patacones,2,4.5,9.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Cachapa Viuda,Cachapas,2,1.5,3.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Cachapa Sencilla,Cachapas,2,4.5,9.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Cachapa Chorizo,Cachapas,2,6.5,13.0,1,9,38,0,0,0,4,0,1,1,0,0.0,27.45
2023-09-19,Cachapa Pollo Mechado,Cachapas,4,6.5,26.0,1,9,38,0,0,0,4,0,1,1,0,0.0,27.45
2023-09-19,Cachapa Chancho,Cachapas,1,7.5,7.5,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Cachapa Carne Mechada,Cachapas,3,6.5,19.5,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Cachapa Llanera,Cachapas,2,7.5,15.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Cachapa Chuleta Ahumada,Cachapas,2,8.0,16.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Jumbo Sencillo,Hotdogs,16,1.5,24.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Jumbo Especial,Hotdogs,13,2.0,26.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Jumbo Mega,Hotdogs,4,2.5,10.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Choriperro,Hotdogs,1,2.0,2.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Agua 300ml,Bebidas,7,0.5,3.5,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Jugo Natural Maracuyá,Bebidas,1,0.75,0.75,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Jugo Natural Mora,Bebidas,4,0.75,3.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Nutrimalta 350ml,Bebidas,6,0.5,3.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Nutrimalta 550ml,Bebidas,3,1.0,3.0,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Cola Coca-Cola,Bebidas,15,0.5,7.5,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Cola Sprite,Bebidas,3,0.5,1.5,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Cola Fanta,Bebidas,3,0.5,1.5,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-19,Cola Inca,Bebidas,4,0.5,2.0,1,9,38,0,0,0,4,0,1,1,0,0.0,27.45
2023-09-19,Cola Tropical,Bebidas,1,0.5,0.5,1,9,38,0,0,0,4,0,1,0,0,0.0,27.45
2023-09-20,La Sencilla,Hamburguesas,19,2.0,38.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,La Especial,Hamburguesas,11,2.25,24.75,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,La Sub-Especial,Hamburguesas,6,2.75,16.5,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,La Completa,Hamburguesas,7,3.0,21.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Pollo Sencilla,Hamburguesas,6,2.75,16.5,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Pollo Completa,Hamburguesas,2,3.25,6.5,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Lomo Sencilla,Hamburguesas,9,3.25,29.25,2,9,38,0,0,0,5,0,1,1,0,0.0,27.19
2023-09-20,Lomo Completa,Hamburguesas,2,3.75,7.5,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Chancho Sencilla,Hamburguesas,4,2.75,11.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Chancho Completa,Hamburguesas,2,3.25,6.5,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Doble Carne,Hamburguesas,1,3.75,3.75,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Pepito Sencillo,Pepito,7,7.0,49.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Pepito Completo,Pepito,6,8.5,51.0,2,9,38,0,0,0,5,0,1,1,0,0.0,27.19
2023-09-20,Pepito Pollo,Pepito,1,8.0,8.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Pepito Carne,Pepito,4,9.0,36.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Pepito Monster,Pepito,1,11.0,11.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Monstrico,Pepito,4,3.5,14.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Salchipapa,Papas,4,2.0,8.0,2,9,38,0,0,0,5,0,1,1,0,0.0,27.19
2023-09-20,Papipollo,Papas,4,2.5,10.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Papichancho,Papas,3,3.5,10.5,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Papaparillera,Papas,3,8.0,24.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Porción de Papa,Papas,1,1.5,1.5,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Bandejita Con Todo,Bandejitas,2,3.5,7.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Bandejita La Bestia,Bandejitas,2,5.0,10.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Arepa Catira,Arepas,2,3.5,7.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Arepa Reina Pepiada,Arepas,2,3.5,7.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Arepa Rumbera,Arepas,4,3.5,14.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Arepa Llanera,Arepas,1,3.5,3.5,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Arepa Sifrina,Arepas,1,3.0,3.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Patacón Carne Mechada,Patacones,2,4.0,8.0,2,9,38,0,0,0,5,0,1,1,0,0.0,27.19
2023-09-20,Patacón Pollo Mechado,Patacones,2,4.0,8.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Patacón Carne Hamburguesa,Patacones,1,3.5,3.5,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Cachapa Viuda,Cachapas,1,1.5,1.5,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Cachapa Sencilla,Cachapas,1,4.5,4.5,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Cachapa Chorizo,Cachapas,3,6.5,19.5,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Cachapa Pollo Mechado,Cachapas,2,6.5,13.0,2,9,38,0,0,0,5,0,1,1,0,0.0,27.19
2023-09-20,Cachapa Tocineta,Cachapas,2,7.0,14.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Cachapa Chancho,Cachapas,3,7.5,22.5,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Cachapa Parrillera,Cachapas,2,11.5,23.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Cachapa Llanera,Cachapas,2,7.5,15.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Cachapa Chuleta Ahumada,Cachapas,4,8.0,32.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Jumbo Sencillo,Hotdogs,12,1.5,18.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Jumbo Especial,Hotdogs,18,2.0,36.0,2,9,38,0,0,0,5,0,1,1,0,0.0,27.19
2023-09-20,Jumbo Mega,Hotdogs,8,2.5,20.0,2,9,38,0,0,0,5,0,1,1,0,0.0,27.19
2023-09-20,Choriperro,Hotdogs,1,2.0,2.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Agua 300ml,Bebidas,20,0.5,10.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Jugo Natural Maracuyá,Bebidas,6,0.75,4.5,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Jugo Natural Mora,Bebidas,1,0.75,0.75,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Nutrimalta 350ml,Bebidas,8,0.5,4.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Nutrimalta 550ml,Bebidas,3,1.0,3.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
2023-09-20,Cola Coca-Cola,Bebidas,14,0.5,7.0,2,9,38,0,0,0,5,0,1,0,0,0.0,27.19
