fecha,producto,categoria,cantidad,precio_unitario,total,dia_semana,mes,semana_anio,es_finde,es_feriado,es_puente,es_quincena,promocion,descuento_pct
2021-01-09,Hamburguesa Clásica,Platos,29,4.5,130.5,5,1,1,1,0,0,0,0,0
2021-01-09,Hamburguesa Especial,Platos,25,6.5,162.5,5,1,1,1,0,0,0,0,10
2021-01-09,Pizza Familiar,Platos,28,12.0,336.0,5,1,1,1,0,0,0,0,0
2021-01-09,Pizza Personal,Platos,35,7.0,245.0,5,1,1,1,0,0,0,1,0
2021-01-09,Papas Fritas,Acompañamientos,42,2.5,105.0,5,1,1,1,0,0,0,0,0
2021-01-09,Papas con Queso,Acompañamientos,26,3.5,91.0,5,1,1,1,0,0,0,0,0
2021-01-09,Pollo Broaster,Platos,22,6.5,143.0,5,1,1,1,0,0,0,0,0
2021-01-09,Alitas BBQ,Acompañamientos,21,8.0,168.0,5,1,1,1,0,0,0,0,0
2021-01-09,Gaseosa,Bebidas,71,1.5,106.5,5,1,1,1,0,0,0,0,0
2021-01-09,Jugo Natural,Bebidas,31,2.0,62.0,5,1,1,1,0,0,0,0,0
2021-01-09,Ensalada César,Acompañamientos,12,5.0,60.0,5,1,1,1,0,0,0,0,0
2021-01-09,Hot Dog,Platos,16,3.0,48.0,5,1,1,1,0,0,0,0,0
2021-01-09,Brownie,Postres,18,2.5,45.0,5,1,1,1,0,0,0,0,0
2021-01-10,Hamburguesa Clásica,Platos,32,4.5,144.0,6,1,1,1,0,0,0,0,0
2021-01-10,Hamburguesa Especial,Platos,18,6.5,117.0,6,1,1,1,0,0,0,0,0
2021-01-10,Pizza Familiar,Platos,26,12.0,312.0,6,1,1,1,0,0,0,0,0
2021-01-10,Pizza Personal,Platos,33,7.0,231.0,6,1,1,1,0,0,0,0,0
2021-01-10,Papas Fritas,Acompañamientos,37,2.5,92.5,6,1,1,1,0,0,0,0,0
2021-01-10,Papas con Queso,Acompañamientos,16,3.5,56.0,6,1,1,1,0,0,0,0,0
2021-01-10,Pollo Broaster,Platos,24,6.5,156.0,6,1,1,1,0,0,0,0,0
2021-01-10,Alitas BBQ,Acompañamientos,26,8.0,208.0,6,1,1,1,0,0,0,1,0
2021-01-10,Gaseosa,Bebidas,55,1.5,82.5,6,1,1,1,0,0,0,0,0
2021-01-10,Jugo Natural,Bebidas,21,2.0,42.0,6,1,1,1,0,0,0,0,0
2021-01-10,Ensalada César,Acompañamientos,14,5.0,70.0,6,1,1,1,0,0,0,0,10
2021-01-10,Hot Dog,Platos,13,3.0,39.0,6,1,1,1,0,0,0,0,0
2021-01-10,Brownie,Postres,16,2.5,40.0,6,1,1,1,0,0,0,0,0
2021-01-11,Hamburguesa Clásica,Platos,14,4.5,63.0,0,1,2,0,0,0,0,0,0
2021-01-11,Hamburguesa Especial,Platos,7,6.5,45.5,0,1,2,0,0,0,0,0,0
2021-01-11,Pizza Familiar,Platos,6,12.0,72.0,0,1,2,0,0,0,0,0,0
2021-01-11,Pizza Personal,Platos,8,7.0,56.0,0,1,2,0,0,0,0,0,0
2021-01-11,Papas Fritas,Acompañamientos,18,2.5,45.0,0,1,2,0,0,0,0,0,0
2021-01-11,Papas con Queso,Acompañamientos,11,3.5,38.5,0,1,2,0,0,0,0,0,0
2021-01-11,Pollo Broaster,Platos,12,6.5,78.0,0,1,2,0,0,0,0,0,0
2021-01-11,Alitas BBQ,Acompañamientos,7,8.0,56.0,0,1,2,0,0,0,0,1,0
2021-01-11,Gaseosa,Bebidas,26,1.5,39.0,0,1,2,0,0,0,0,0,0
2021-01-11,Jugo Natural,Bebidas,13,2.0,26.0,0,1,2,0,0,0,0,0,0
2021-01-11,Ensalada César,Acompañamientos,5,5.0,25.0,0,1,2,0,0,0,0,0,0
2021-01-11,Hot Dog,Platos,6,3.0,18.0,0,1,2,0,0,0,0,0,10
2021-01-11,Brownie,Postres,6,2.5,15.0,0,1,2,0,0,0,0,0,0
2021-01-12,Hamburguesa Clásica,Platos,17,4.5,76.5,1,1,2,0,0,0,0,0,0
2021-01-12,Hamburguesa Especial,Platos,15,6.5,97.5,1,1,2,0,0,0,0,1,30
2021-01-12,Pizza Familiar,Platos,8,12.0,96.0,1,1,2,0,0,0,0,0,0
2021-01-12,Pizza Personal,Platos,10,7.0,70.0,1,1,2,0,0,0,0,1,30
2021-01-12,Papas Fritas,Acompañamientos,19,2.5,47.5,1,1,2,0,0,0,0,0,0
2021-01-12,Papas con Queso,Acompañamientos,8,3.5,28.0,1,1,2,0,0,0,0,0,0
2021-01-12,Pollo Broaster,Platos,10,6.5,65.0,1,1,2,0,0,0,0,0,0
2021-01-12,Alitas BBQ,Acompañamientos,7,8.0,56.0,1,1,2,0,0,0,0,0,0
2021-01-12,Gaseosa,Bebidas,21,1.5,31.5,1,1,2,0,0,0,0,0,0
2021-01-12,Jugo Natural,Bebidas,8,2.0,16.0,1,1,2,0,0,0,0,0,0
2021-01-12,Ensalada César,Acompañamientos,7,5.0,35.0,1,1,2,0,0,0,0,0,0
2021-01-12,Hot Dog,Platos,8,3.0,24.0,1,1,2,0,0,0,0,0,0
2021-01-12,Brownie,Postres,7,2.5,17.5,1,1,2,0,0,0,0,0,0
2021-01-13,Hamburguesa Clásica,Platos,19,4.5,85.5,2,1,2,0,0,0,0,0,0
2021-01-13,Hamburguesa Especial,Platos,12,6.5,78.0,2,1,2,0,0,0,0,1,0
2021-01-13,Pizza Familiar,Platos,13,12.0,156.0,2,1,2,0,0,0,0,1,25
2021-01-13,Pizza Personal,Platos,10,7.0,70.0,2,1,2,0,0,0,0,0,0
2021-01-13,Papas Fritas,Acompañamientos,15,2.5,37.5,2,1,2,0,0,0,0,0,0
2021-01-13,Papas con Queso,Acompañamientos,12,3.5,42.0,2,1,2,0,0,0,0,0,0
2021-01-13,Pollo Broaster,Platos,10,6.5,65.0,2,1,2,0,0,0,0,0,0
2021-01-13,Alitas BBQ,Acompañamientos,6,8.0,48.0,2,1,2,0,0,0,0,0,0
2021-01-13,Gaseosa,Bebidas,25,1.5,37.5,2,1,2,0,0,0,0,0,0
2021-01-13,Jugo Natural,Bebidas,13,2.0,26.0,2,1,2,0,0,0,0,0,0
2021-01-13,Ensalada César,Acompañamientos,7,5.0,35.0,2,1,2,0,0,0,0,0,10
2021-01-13,Hot Dog,Platos,10,3.0,30.0,2,1,2,0,0,0,0,0,25
2021-01-13,Brownie,Postres,6,2.5,15.0,2,1,2,0,0,0,0,0,0
2021-01-14,Hamburguesa Clásica,Platos,14,4.5,63.0,3,1,2,0,0,0,0,0,0
2021-01-14,Hamburguesa Especial,Platos,11,6.5,71.5,3,1,2,0,0,0,0,0,0
2021-01-14,Pizza Familiar,Platos,6,12.0,72.0,3,1,2,0,0,0,0,0,0
2021-01-14,Pizza Personal,Platos,10,7.0,70.0,3,1,2,0,0,0,0,0,0
2021-01-14,Papas Fritas,Acompañamientos,22,2.5,55.0,3,1,2,0,0,0,0,0,0
2021-01-14,Papas con Queso,Acompañamientos,9,3.5,31.5,3,1,2,0,0,0,0,0,0
2021-01-14,Pollo Broaster,Platos,12,6.5,78.0,3,1,2,0,0,0,0,0,25
2021-01-14,Alitas BBQ,Acompañamientos,8,8.0,64.0,3,1,2,0,0,0,0,0,0
2021-01-14,Gaseosa,Bebidas,21,1.5,31.5,3,1,2,0,0,0,0,0,0
2021-01-14,Jugo Natural,Bebidas,14,2.0,28.0,3,1,2,0,0,0,0,0,0
2021-01-14,Ensalada César,Acompañamientos,8,5.0,40.0,3,1,2,0,0,0,0,0,0
2021-01-14,Hot Dog,Platos,11,3.0,33.0,3,1,2,0,0,0,0,0,25
2021-01-14,Brownie,Postres,9,2.5,22.5,3,1,2,0,0,0,0,0,30
2021-01-15,Hamburguesa Clásica,Platos,21,4.5,94.5,4,1,2,0,0,0,1,0,0
2021-01-15,Hamburguesa Especial,Platos,20,6.5,130.0,4,1,2,0,0,0,1,0,30
2021-01-15,Pizza Familiar,Platos,28,12.0,336.0,4,1,2,0,0,0,1,1,0
2021-01-15,Pizza Personal,Platos,26,7.0,182.0,4,1,2,0,0,0,1,0,30
2021-01-15,Papas Fritas,Acompañamientos,29,2.5,72.5,4,1,2,0,0,0,1,0,0
2021-01-15,Papas con Queso,Acompañamientos,19,3.5,66.5,4,1,2,0,0,0,1,1,0
2021-01-15,Pollo Broaster,Platos,13,6.5,84.5,4,1,2,0,0,0,1,0,0
2021-01-15,Alitas BBQ,Acompañamientos,15,8.0,120.0,4,1,2,0,0,0,1,0,0
2021-01-15,Gaseosa,Bebidas,36,1.5,54.0,4,1,2,0,0,0,1,0,0
2021-01-15,Jugo Natural,Bebidas,25,2.0,50.0,4,1,2,0,0,0,1,0,0
2021-01-15,Ensalada César,Acompañamientos,14,5.0,70.0,4,1,2,0,0,0,1,1,0
2021-01-15,Hot Dog,Platos,9,3.0,27.0,4,1,2,0,0,0,1,0,0
2021-01-15,Brownie,Postres,17,2.5,42.5,4,1,2,0,0,0,1,1,0
2021-01-16,Hamburguesa Clásica,Platos,34,4.5,153.0,5,1,2,1,0,0,1,0,0
2021-01-16,Hamburguesa Especial,Platos,22,6.5,143.0,5,1,2,1,0,0,1,0,0
2021-01-16,Pizza Familiar,Platos,41,12.0,492.0,5,1,2,1,0,0,1,1,0
2021-01-16,Pizza Personal,Platos,49,7.0,343.0,5,1,2,1,0,0,1,0,20
2021-01-16,Papas Fritas,Acompañamientos,73,2.5,182.5,5,1,2,1,0,0,1,0,0
2021-01-16,Papas con Queso,Acompañamientos,30,3.5,105.0,5,1,2,1,0,0,1,0,0
2021-01-16,Pollo Broaster,Platos,25,6.5,162.5,5,1,2,1,0,0,1,0,0
2021-01-16,Alitas BBQ,Acompañamientos,26,8.0,208.0,5,1,2,1,0,0,1,0,0
2021-01-16,Gaseosa,Bebidas,68,1.5,102.0,5,1,2,1,0,0,1,0,0
2021-01-16,Jugo Natural,Bebidas,34,2.0,68.0,5,1,2,1,0,0,1,0,0
2021-01-16,Ensalada César,Acompañamientos,19,5.0,95.0,5,1,2,1,0,0,1,0,10
2021-01-16,Hot Dog,Platos,21,3.0,63.0,5,1,2,1,0,0,1,0,0
2021-01-16,Brownie,Postres,19,2.5,47.5,5,1,2,1,0,0,1,0,0
2021-01-17,Hamburguesa Clásica,Platos,40,4.5,180.0,6,1,2,1,0,0,1,0,0
2021-01-17,Hamburguesa Especial,Platos,23,6.5,149.5,6,1,2,1,0,0,1,0,0
2021-01-17,Pizza Familiar,Platos,27,12.0,324.0,6,1,2,1,0,0,1,0,0
2021-01-17,Pizza Personal,Platos,31,7.0,217.0,6,1,2,1,0,0,1,0,20
2021-01-17,Papas Fritas,Acompañamientos,46,2.5,115.0,6,1,2,1,0,0,1,0,15
2021-01-17,Papas con Queso,Acompañamientos,21,3.5,73.5,6,1,2,1,0,0,1,0,0
2021-01-17,Pollo Broaster,Platos,25,6.5,162.5,6,1,2,1,0,0,1,0,0
2021-01-17,Alitas BBQ,Acompañamientos,24,8.0,192.0,6,1,2,1,0,0,1,0,0
2021-01-17,Gaseosa,Bebidas,58,1.5,87.0,6,1,2,1,0,0,1,0,0
2021-01-17,Jugo Natural,Bebidas,40,2.0,80.0,6,1,2,1,0,0,1,0,0
2021-01-17,Ensalada César,Acompañamientos,13,5.0,65.0,6,1,2,1,0,0,1,0,0
2021-01-17,Hot Dog,Platos,20,3.0,60.0,6,1,2,1,0,0,1,0,0
2021-01-17,Brownie,Postres,14,2.5,35.0,6,1,2,1,0,0,1,0,0
2021-01-18,Hamburguesa Clásica,Platos,22,4.5,99.0,0,1,3,0,0,0,1,1,0
2021-01-18,Hamburguesa Especial,Platos,10,6.5,65.0,0,1,3,0,0,0,1,0,0
2021-01-18,Pizza Familiar,Platos,8,12.0,96.0,0,1,3,0,0,0,1,0,0
2021-01-18,Pizza Personal,Platos,8,7.0,56.0,0,1,3,0,0,0,1,0,0
2021-01-18,Papas Fritas,Acompañamientos,19,2.5,47.5,0,1,3,0,0,0,1,0,0
2021-01-18,Papas con Queso,Acompañamientos,8,3.5,28.0,0,1,3,0,0,0,1,0,0
2021-01-18,Pollo Broaster,Platos,9,6.5,58.5,0,1,3,0,0,0,1,0,0
2021-01-18,Alitas BBQ,Acompañamientos,7,8.0,56.0,0,1,3,0,0,0,1,0,0
2021-01-18,Gaseosa,Bebidas,25,1.5,37.5,0,1,3,0,0,0,1,0,0
2021-01-18,Jugo Natural,Bebidas,16,2.0,32.0,0,1,3,0,0,0,1,0,10
2021-01-18,Ensalada César,Acompañamientos,8,5.0,40.0,0,1,3,0,0,0,1,0,10
2021-01-18,Hot Dog,Platos,8,3.0,24.0,0,1,3,0,0,0,1,0,0
2021-01-18,Brownie,Postres,6,2.5,15.0,0,1,3,0,0,0,1,0,0
2021-01-19,Hamburguesa Clásica,Platos,34,4.5,153.0,1,1,3,0,0,0,1,1,30
2021-01-19,Hamburguesa Especial,Platos,10,6.5,65.0,1,1,3,0,0,0,1,0,0
2021-01-19,Pizza Familiar,Platos,8,12.0,96.0,1,1,3,0,0,0,1,0,0
2021-01-19,Pizza Personal,Platos,10,7.0,70.0,1,1,3,0,0,0,1,0,30
2021-01-19,Papas Fritas,Acompañamientos,14,2.5,35.0,1,1,3,0,0,0,1,0,0
2021-01-19,Papas con Queso,Acompañamientos,13,3.5,45.5,1,1,3,0,0,0,1,0,0
2021-01-19,Pollo Broaster,Platos,10,6.5,65.0,1,1,3,0,0,0,1,0,0
2021-01-19,Alitas BBQ,Acompañamientos,6,8.0,48.0,1,1,3,0,0,0,1,0,0
2021-01-19,Gaseosa,Bebidas,27,1.5,40.5,1,1,3,0,0,0,1,0,0
2021-01-19,Jugo Natural,Bebidas,14,2.0,28.0,1,1,3,0,0,0,1,0,0
2021-01-19,Ensalada César,Acompañamientos,9,5.0,45.0,1,1,3,0,0,0,1,0,0
2021-01-19,Hot Dog,Platos,9,3.0,27.0,1,1,3,0,0,0,1,0,0
2021-01-19,Brownie,Postres,8,2.5,20.0,1,1,3,0,0,0,1,0,0
2021-01-20,Hamburguesa Clásica,Platos,14,4.5,63.0,2,1,3,0,0,0,1,0,0
2021-01-20,Hamburguesa Especial,Platos,14,6.5,91.0,2,1,3,0,0,0,1,0,20
2021-01-20,Pizza Familiar,Platos,9,12.0,108.0,2,1,3,0,0,0,1,0,15
2021-01-20,Pizza Personal,Platos,9,7.0,63.0,2,1,3,0,0,0,1,0,0
2021-01-20,Papas Fritas,Acompañamientos,27,2.5,67.5,2,1,3,0,0,0,1,0,25
2021-01-20,Papas con Queso,Acompañamientos,9,3.5,31.5,2,1,3,0,0,0,1,0,0
2021-01-20,Pollo Broaster,Platos,12,6.5,78.0,2,1,3,0,0,0,1,0,0
2021-01-20,Alitas BBQ,Acompañamientos,8,8.0,64.0,2,1,3,0,0,0,1,1,0
2021-01-20,Gaseosa,Bebidas,21,1.5,31.5,2,1,3,0,0,0,1,0,0
2021-01-20,Jugo Natural,Bebidas,13,2.0,26.0,2,1,3,0,0,0,1,0,10
2021-01-20,Ensalada César,Acompañamientos,9,5.0,45.0,2,1,3,0,0,0,1,0,0
2021-01-20,Hot Dog,Platos,8,3.0,24.0,2,1,3,0,0,0,1,0,0
2021-01-20,Brownie,Postres,10,2.5,25.0,2,1,3,0,0,0,1,0,0
2021-01-21,Hamburguesa Clásica,Platos,17,4.5,76.5,3,1,3,0,0,0,1,0,0
2021-01-21,Hamburguesa Especial,Platos,8,6.5,52.0,3,1,3,0,0,0,1,0,0
2021-01-21,Pizza Familiar,Platos,7,12.0,84.0,3,1,3,0,0,0,1,0,0
2021-01-21,Pizza Personal,Platos,14,7.0,98.0,3,1,3,0,0,0,1,0,25
2021-01-21,Papas Fritas,Acompañamientos,23,2.5,57.5,3,1,3,0,0,0,1,0,0
2021-01-21,Papas con Queso,Acompañamientos,12,3.5,42.0,3,1,3,0,0,0,1,0,0
2021-01-21,Pollo Broaster,Platos,13,6.5,84.5,3,1,3,0,0,0,1,0,10
2021-01-21,Alitas BBQ,Acompañamientos,8,8.0,64.0,3,1,3,0,0,0,1,0,0
2021-01-21,Gaseosa,Bebidas,32,1.5,48.0,3,1,3,0,0,0,1,0,0
2021-01-21,Jugo Natural,Bebidas,20,2.0,40.0,3,1,3,0,0,0,1,0,0
2021-01-21,Ensalada César,Acompañamientos,8,5.0,40.0,3,1,3,0,0,0,1,0,0
2021-01-21,Hot Dog,Platos,7,3.0,21.0,3,1,3,0,0,0,1,0,0
2021-01-21,Brownie,Postres,8,2.5,20.0,3,1,3,0,0,0,1,0,0
2021-01-22,Hamburguesa Clásica,Platos,21,4.5,94.5,4,1,3,0,0,0,0,0,0
2021-01-22,Hamburguesa Especial,Platos,11,6.5,71.5,4,1,3,0,0,0,0,0,0
2021-01-22,Pizza Familiar,Platos,13,12.0,156.0,4,1,3,0,0,0,0,0,10
2021-01-22,Pizza Personal,Platos,18,7.0,126.0,4,1,3,0,0,0,0,0,0
2021-01-22,Papas Fritas,Acompañamientos,32,2.5,80.0,4,1,3,0,0,0,0,0,30
2021-01-22,Papas con Queso,Acompañamientos,14,3.5,49.0,4,1,3,0,0,0,0,0,0
2021-01-22,Pollo Broaster,Platos,12,6.5,78.0,4,1,3,0,0,0,0,0,0
2021-01-22,Alitas BBQ,Acompañamientos,14,8.0,112.0,4,1,3,0,0,0,0,0,20
2021-01-22,Gaseosa,Bebidas,46,1.5,69.0,4,1,3,0,0,0,0,1,10
2021-01-22,Jugo Natural,Bebidas,21,2.0,42.0,4,1,3,0,0,0,0,0,0
2021-01-22,Ensalada César,Acompañamientos,8,5.0,40.0,4,1,3,0,0,0,0,0,0
2021-01-22,Hot Dog,Platos,7,3.0,21.0,4,1,3,0,0,0,0,0,0
2021-01-22,Brownie,Postres,8,2.5,20.0,4,1,3,0,0,0,0,0,0
2021-01-23,Hamburguesa Clásica,Platos,28,4.5,126.0,5,1,3,1,0,0,0,0,0
2021-01-23,Hamburguesa Especial,Platos,33,6.5,214.5,5,1,3,1,0,0,0,1,0
2021-01-23,Pizza Familiar,Platos,24,12.0,288.0,5,1,3,1,0,0,0,0,0
2021-01-23,Pizza Personal,Platos,36,7.0,252.0,5,1,3,1,0,0,0,1,0
2021-01-23,Papas Fritas,Acompañamientos,48,2.5,120.0,5,1,3,1,0,0,0,0,30
2021-01-23,Papas con Queso,Acompañamientos,22,3.5,77.0,5,1,3,1,0,0,0,0,0
2021-01-23,Pollo Broaster,Platos,29,6.5,188.5,5,1,3,1,0,0,0,0,25
2021-01-23,Alitas BBQ,Acompañamientos,22,8.0,176.0,5,1,3,1,0,0,0,0,0
2021-01-23,Gaseosa,Bebidas,65,1.5,97.5,5,1,3,1,0,0,0,1,0
2021-01-23,Jugo Natural,Bebidas,33,2.0,66.0,5,1,3,1,0,0,0,0,0
2021-01-23,Ensalada César,Acompañamientos,14,5.0,70.0,5,1,3,1,0,0,0,0,30
2021-01-23,Hot Dog,Platos,17,3.0,51.0,5,1,3,1,0,0,0,0,0
2021-01-23,Brownie,Postres,20,2.5,50.0,5,1,3,1,0,0,0,0,0
2021-01-24,Hamburguesa Clásica,Platos,77,4.5,346.5,6,1,3,1,0,0,0,1,0
2021-01-24,Hamburguesa Especial,Platos,22,6.5,143.0,6,1,3,1,0,0,0,0,0
2021-01-24,Pizza Familiar,Platos,35,12.0,420.0,6,1,3,1,0,0,0,0,0
2021-01-24,Pizza Personal,Platos,53,7.0,371.0,6,1,3,1,0,0,0,0,30
2021-01-24,Papas Fritas,Acompañamientos,48,2.5,120.0,6,1,3,1,0,0,0,0,0
2021-01-24,Papas con Queso,Acompañamientos,40,3.5,140.0,6,1,3,1,0,0,0,0,10
2021-01-24,Pollo Broaster,Platos,46,6.5,299.0,6,1,3,1,0,0,0,0,30
2021-01-24,Alitas BBQ,Acompañamientos,23,8.0,184.0,6,1,3,1,0,0,0,0,0
2021-01-24,Gaseosa,Bebidas,60,1.5,90.0,6,1,3,1,0,0,0,0,0
2021-01-24,Jugo Natural,Bebidas,48,2.0,96.0,6,1,3,1,0,0,0,0,0
2021-01-24,Ensalada César,Acompañamientos,17,5.0,85.0,6,1,3,1,0,0,0,0,0
2021-01-24,Hot Dog,Platos,25,3.0,75.0,6,1,3,1,0,0,0,0,0
2021-01-24,Brownie,Postres,25,2.5,62.5,6,1,3,1,0,0,0,0,15
2021-01-25,Hamburguesa Clásica,Platos,17,4.5,76.5,0,1,4,0,0,0,0,0,20
2021-01-25,Hamburguesa Especial,Platos,8,6.5,52.0,0,1,4,0,0,0,0,0,15
2021-01-25,Pizza Familiar,Platos,7,12.0,84.0,0,1,4,0,0,0,0,0,0
2021-01-25,Pizza Personal,Platos,9,7.0,63.0,0,1,4,0,0,0,0,0,0
2021-01-25,Papas Fritas,Acompañamientos,17,2.5,42.5,0,1,4,0,0,0,0,0,0
2021-01-25,Papas con Queso,Acompañamientos,10,3.5,35.0,0,1,4,0,0,0,0,0,0
2021-01-25,Pollo Broaster,Platos,7,6.5,45.5,0,1,4,0,0,0,0,0,0
2021-01-25,Alitas BBQ,Acompañamientos,9,8.0,72.0,0,1,4,0,0,0,0,1,25
2021-01-25,Gaseosa,Bebidas,23,1.5,34.5,0,1,4,0,0,0,0,0,0
2021-01-25,Jugo Natural,Bebidas,15,2.0,30.0,0,1,4,0,0,0,0,0,20
2021-01-25,Ensalada César,Acompañamientos,7,5.0,35.0,0,1,4,0,0,0,0,0,0
2021-01-25,Hot Dog,Platos,7,3.0,21.0,0,1,4,0,0,0,0,0,0
2021-01-25,Brownie,Postres,7,2.5,17.5,0,1,4,0,0,0,0,0,10
2021-01-26,Hamburguesa Clásica,Platos,13,4.5,58.5,1,1,4,0,0,0,0,0,0
2021-01-26,Hamburguesa Especial,Platos,10,6.5,65.0,1,1,4,0,0,0,0,0,15
2021-01-26,Pizza Familiar,Platos,7,12.0,84.0,1,1,4,0,0,0,0,0,0
2021-01-26,Pizza Personal,Platos,9,7.0,63.0,1,1,4,0,0,0,0,0,0
2021-01-26,Papas Fritas,Acompañamientos,18,2.5,45.0,1,1,4,0,0,0,0,0,0
2021-01-26,Papas con Queso,Acompañamientos,10,3.5,35.0,1,1,4,0,0,0,0,0,0
2021-01-26,Pollo Broaster,Platos,17,6.5,110.5,1,1,4,0,0,0,0,1,0
2021-01-26,Alitas BBQ,Acompañamientos,6,8.0,48.0,1,1,4,0,0,0,0,0,0
2021-01-26,Gaseosa,Bebidas,17,1.5,25.5,1,1,4,0,0,0,0,0,0
2021-01-26,Jugo Natural,Bebidas,21,2.0,42.0,1,1,4,0,0,0,0,0,30
2021-01-26,Ensalada César,Acompañamientos,8,5.0,40.0,1,1,4,0,0,0,0,0,0
2021-01-26,Hot Dog,Platos,6,3.0,18.0,1,1,4,0,0,0,0,0,0
2021-01-26,Brownie,Postres,7,2.5,17.5,1,1,4,0,0,0,0,0,0
2021-01-27,Hamburguesa Clásica,Platos,15,4.5,67.5,2,1,4,0,0,0,0,0,0
2021-01-27,Hamburguesa Especial,Platos,13,6.5,84.5,2,1,4,0,0,0,0,1,0
2021-01-27,Pizza Familiar,Platos,7,12.0,84.0,2,1,4,0,0,0,0,0,0
2021-01-27,Pizza Personal,Platos,8,7.0,56.0,2,1,4,0,0,0,0,0,0
2021-01-27,Papas Fritas,Acompañamientos,18,2.5,45.0,2,1,4,0,0,0,0,0,0
2021-01-27,Papas con Queso,Acompañamientos,10,3.5,35.0,2,1,4,0,0,0,0,0,0
2021-01-27,Pollo Broaster,Platos,9,6.5,58.5,2,1,4,0,0,0,0,0,0
2021-01-27,Alitas BBQ,Acompañamientos,7,8.0,56.0,2,1,4,0,0,0,0,0,30
2021-01-27,Gaseosa,Bebidas,24,1.5,36.0,2,1,4,0,0,0,0,0,0
2021-01-27,Jugo Natural,Bebidas,13,2.0,26.0,2,1,4,0,0,0,0,0,0
2021-01-27,Ensalada César,Acompañamientos,8,5.0,40.0,2,1,4,0,0,0,0,0,0
2021-01-27,Hot Dog,Platos,10,3.0,30.0,2,1,4,0,0,0,0,0,0
2021-01-27,Brownie,Postres,7,2.5,17.5,2,1,4,0,0,0,0,0,0
2021-01-28,Hamburguesa Clásica,Platos,22,4.5,99.0,3,1,4,0,0,0,0,0,30
2021-01-28,Hamburguesa Especial,Platos,11,6.5,71.5,3,1,4,0,0,0,0,0,0
2021-01-28,Pizza Familiar,Platos,14,12.0,168.0,3,1,4,0,0,0,0,1,0
2021-01-28,Pizza Personal,Platos,9,7.0,63.0,3,1,4,0,0,0,0,0,0
2021-01-28,Papas Fritas,Acompañamientos,23,2.5,57.5,3,1,4,0,0,0,0,0,0
2021-01-28,Papas con Queso,Acompañamientos,15,3.5,52.5,3,1,4,0,0,0,0,0,25
2021-01-28,Pollo Broaster,Platos,9,6.5,58.5,3,1,4,0,0,0,0,0,0
2021-01-28,Alitas BBQ,Acompañamientos,12,8.0,96.0,3,1,4,0,0,0,0,1,0
2021-01-28,Gaseosa,Bebidas,29,1.5,43.5,3,1,4,0,0,0,0,0,0
2021-01-28,Jugo Natural,Bebidas,16,2.0,32.0,3,1,4,0,0,0,0,0,25
2021-01-28,Ensalada César,Acompañamientos,8,5.0,40.0,3,1,4,0,0,0,0,0,0
2021-01-28,Hot Dog,Platos,9,3.0,27.0,3,1,4,0,0,0,0,0,0
2021-01-28,Brownie,Postres,7,2.5,17.5,3,1,4,0,0,0,0,0,0
2021-01-29,Hamburguesa Clásica,Platos,24,4.5,108.0,4,1,4,0,0,0,0,0,0
2021-01-29,Hamburguesa Especial,Platos,17,6.5,110.5,4,1,4,0,0,0,0,0,0
2021-01-29,Pizza Familiar,Platos,12,12.0,144.0,4,1,4,0,0,0,0,0,0
2021-01-29,Pizza Personal,Platos,21,7.0,147.0,4,1,4,0,0,0,0,1,0
2021-01-29,Papas Fritas,Acompañamientos,27,2.5,67.5,4,1,4,0,0,0,0,0,0
2021-01-29,Papas con Queso,Acompañamientos,16,3.5,56.0,4,1,4,0,0,0,0,0,0
2021-01-29,Pollo Broaster,Platos,13,6.5,84.5,4,1,4,0,0,0,0,0,0
2021-01-29,Alitas BBQ,Acompañamientos,15,8.0,120.0,4,1,4,0,0,0,0,0,0
2021-01-29,Gaseosa,Bebidas,25,1.5,37.5,4,1,4,0,0,0,0,0,0
2021-01-29,Jugo Natural,Bebidas,21,2.0,42.0,4,1,4,0,0,0,0,0,0
2021-01-29,Ensalada César,Acompañamientos,7,5.0,35.0,4,1,4,0,0,0,0,0,0
2021-01-29,Hot Dog,Platos,16,3.0,48.0,4,1,4,0,0,0,0,0,25
2021-01-29,Brownie,Postres,12,2.5,30.0,4,1,4,0,0,0,0,0,0
2021-01-30,Hamburguesa Clásica,Platos,32,4.5,144.0,5,1,4,1,0,0,0,0,0
2021-01-30,Hamburguesa Especial,Platos,31,6.5,201.5,5,1,4,1,0,0,0,1,0
2021-01-30,Pizza Familiar,Platos,28,12.0,336.0,5,1,4,1,0,0,0,0,0
2021-01-30,Pizza Personal,Platos,41,7.0,287.0,5,1,4,1,0,0,0,1,0
2021-01-30,Papas Fritas,Acompañamientos,45,2.5,112.5,5,1,4,1,0,0,0,0,0
2021-01-30,Papas con Queso,Acompañamientos,26,3.5,91.0,5,1,4,1,0,0,0,0,0
2021-01-30,Pollo Broaster,Platos,17,6.5,110.5,5,1,4,1,0,0,0,0,0
2021-01-30,Alitas BBQ,Acompañamientos,22,8.0,176.0,5,1,4,1,0,0,0,0,0
2021-01-30,Gaseosa,Bebidas,57,1.5,85.5,5,1,4,1,0,0,0,0,20
2021-01-30,Jugo Natural,Bebidas,30,2.0,60.0,5,1,4,1,0,0,0,0,0
2021-01-30,Ensalada César,Acompañamientos,15,5.0,75.0,5,1,4,1,0,0,0,0,0
2021-01-30,Hot Dog,Platos,15,3.0,45.0,5,1,4,1,0,0,0,0,0
